country,AEZ,FCT_id,food_grp_id,food_item_id,Food_grp,Food_name,suitable_class,Hrv_strt,Hrv_end
ETH,11,7323,7,323,Meat and poultry and their products,"Chicken, light meat, flesh, raw",2,2,4
ETH,11,7334,7,334,Meat and poultry and their products,"Crocodile, raw",4,10,12
ETH,11,7317,7,317,Meat and poultry and their products,"Game meat, dried",3,7,9
ETH,11,7294,7,294,Meat and poultry and their products,"Lamb/mutton, meat, moderately fat, raw",3,1,3
ETH,11,10412,10,412,Milk and their products,"Cheese, Gouda",2,3,5
ETH,11,10419,10,419,Milk and their products,"Milk, cow, canned, condensed, sweetened",2,4,6
ETH,11,10406,10,406,Milk and their products,"Milk, cow, powder, whole",1,6,8
ETH,11,10408,10,408,Milk and their products,"Milk, human, mature, raw",2,6,8
ETH,11,12459,12,459,Miscellaneous,"Bay leaf, dried",2,4,6
ETH,11,12462,12,462,Miscellaneous,"Cube, beef, dry",3,3,5
ETH,11,12464,12,464,Miscellaneous,"Ginger, root, raw",3,1,3
ETH,11,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",2,0,2
ETH,11,12456,12,456,Miscellaneous,Sugar,2,0,2
ETH,11,6269,6,269,"Nuts, seeds and their products",Coconut milk ,3,8,10
ETH,11,6288,6,288,"Nuts, seeds and their products","Groundnut flour, defatted",4,2,4
ETH,11,6286,6,286,"Nuts, seeds and their products",Groundnut paste,3,2,4
ETH,11,2081,2,81,"Starchy roots, tubers and their products","Cocoyam, tuber, raw ",4,10,12
ETH,11,2083,2,83,"Starchy roots, tubers and their products","Potato, raw",3,5,7
ETH,11,2089,2,89,"Starchy roots, tubers and their products","Taro, tuber, raw",3,8,10
ETH,11,2091,2,91,"Starchy roots, tubers and their products","Water yam, tuber, raw",3,1,3
ETH,11,2093,2,93,"Starchy roots, tubers and their products","Yam tuber, raw",3,5,7
ETH,11,4153,4,153,Vegetables and their products,"Beans, green raw",1,3,5
ETH,11,4155,4,155,Vegetables and their products,"Cabbage, raw",3,2,4
ETH,11,4182,4,182,Vegetables and their products,"Cucumber, raw",1,2,4
ETH,11,4188,4,188,Vegetables and their products,"Jute (bush-okra) leaves, raw",1,9,11
ETH,11,4199,4,199,Vegetables and their products,"Pepper, sweet, green, raw",1,3,5
ETH,11,4205,4,205,Vegetables and their products,"Pumpkin leaves, dried",3,3,5
ETH,11,4217,4,217,Vegetables and their products,"Tomato, powder",4,6,8
ETH,11,4171,4,171,Vegetables and their products,"Tomato, red, ripe, raw",4,11,1
RWA,11,1048,1,48,Cereals and their products,"Bread, wheat, wholemeal",1,7,9
RWA,11,1060,1,60,Cereals and their products,"Maize, white, grit, degermed",2,9,11
RWA,11,1015,1,15,Cereals and their products,"Millet, whole grain, raw",4,9,11
RWA,11,1032,1,32,Cereals and their products,"Pearl millet, combined varieties, whole grain, raw",2,0,2
RWA,11,1036,1,36,Cereals and their products,"Rice, white, polished, raw",3,12,2
RWA,11,1072,1,72,Cereals and their products,"Sorghum, flour, degermed",3,7,9
RWA,11,1039,1,39,Cereals and their products,"Sorghum, whole grain, raw ",3,11,1
RWA,11,9364,9,364,Fish and their products,"African carp, raw",3,10,12
RWA,11,9372,9,372,Fish and their products,"Bayad, raw",2,4,6
RWA,11,9386,9,386,Fish and their products,"Mudfish, raw",3,10,12
RWA,11,9361,9,361,Fish and their products,"Sardine, raw",3,1,3
RWA,11,9394,9,394,Fish and their products,"Sardines in oil, canned (drained solids with bone)",1,1,3
RWA,11,9398,9,398,Fish and their products,"Tilapia, raw",1,5,7
RWA,11,5242,5,242,Fruits and their products,"African fan palm, fruit, pulp, raw",3,11,1
RWA,11,5244,5,244,Fruits and their products,"Akee, pulp, raw",1,4,6
RWA,11,5226,5,226,Fruits and their products,"Cashew apple, pulp, raw",4,8,10
RWA,11,5250,5,250,Fruits and their products,"Dates, dried",3,11,1
RWA,11,5253,5,253,Fruits and their products,"Fruit cocktail, canned in syrup",1,6,8
RWA,11,5254,5,254,Fruits and their products,"Grapefruit, pulp, raw",1,0,2
RWA,11,5229,5,229,Fruits and their products,"Guava, fruit, raw",2,8,10
RWA,11,5231,5,231,Fruits and their products,"Jujube, raw",1,11,1
RWA,11,5237,5,237,Fruits and their products,"Pineapple, pulp, raw",2,8,10
RWA,11,5260,5,260,Fruits and their products,"Pomegranate, raw",2,8,10
RWA,11,5264,5,264,Fruits and their products,"Sweet apple, fruit, raw",2,10,12
RWA,11,3111,3,111,Legumes and their products,"Bambara groundnut, dried, raw ",4,5,7
RWA,11,3140,3,140,Legumes and their products,"Lentils, dried, raw",1,4,6
RWA,11,7304,7,304,Meat and poultry and their products,"Beef, meat, approx. 30 % fat, boneless, raw",2,0,2
RWA,11,7307,7,307,Meat and poultry and their products,"Beef, meat, lean, cured, dried",3,5,7
RWA,11,7341,7,341,Meat and poultry and their products,"Lamb, brain, raw",2,4,6
RWA,11,7343,7,343,Meat and poultry and their products,"Lamb, liver, raw",3,12,2
RWA,11,10427,10,427,Milk and their products,Coconut oil,2,7,9
RWA,11,10414,10,414,Milk and their products,"Cream, 13 % fat",4,7,9
RWA,11,10413,10,413,Milk and their products,"Cream, whipping, 38 % fat",2,7,9
RWA,11,10422,10,422,Milk and their products,"Milk, camel, raw (average of different breeds)",3,6,8
RWA,11,10418,10,418,Milk and their products,"Milk, cow,  skimmed, 0.5 % fat",1,9,11
RWA,11,10419,10,419,Milk and their products,"Milk, cow, canned, condensed, sweetened",4,5,7
RWA,11,10407,10,407,Milk and their products,"Milk, goat, raw",4,1,3
RWA,11,10435,10,435,Milk and their products,Vegetable oil,3,9,11
RWA,11,12461,12,461,Miscellaneous,"Cinnamon, ground",2,8,10
RWA,11,12465,12,465,Miscellaneous,"Ginger, roots, dried",2,3,5
RWA,11,12456,12,456,Miscellaneous,Sugar,3,7,9
RWA,11,12457,12,457,Miscellaneous,Vinegar,1,7,9
RWA,11,6265,6,265,"Nuts, seeds and their products","Cashew nut, raw",1,2,4
RWA,11,6270,6,270,"Nuts, seeds and their products",Coconut water,4,0,2
RWA,11,6267,6,267,"Nuts, seeds and their products","Coconut, immature kernel, fresh, raw",1,3,5
RWA,11,6285,6,285,"Nuts, seeds and their products","Groundnut, combined varieties, shelled, dried, raw (Ghana)",3,4,6
RWA,11,6275,6,275,"Nuts, seeds and their products","Melon seeds, slightly salted, raw",4,10,12
RWA,11,6290,6,290,"Nuts, seeds and their products","Roselle, red, seed, dried ",3,7,9
RWA,11,4163,4,163,Vegetables and their products,"Eggplant leaves, raw",4,11,1
RWA,11,4190,4,190,Vegetables and their products,"Lettuce, raw",2,7,9
RWA,11,4167,4,167,Vegetables and their products,"Okra fruit, raw",1,1,3
RWA,11,4154,4,154,Vegetables and their products,"Okra leaves, raw",3,12,2
RWA,11,4168,4,168,Vegetables and their products,"Onion, raw",3,8,10
RWA,11,4194,4,194,Vegetables and their products,"Onions, dried",4,6,8
RWA,11,4199,4,199,Vegetables and their products,"Pepper, sweet, green, raw",4,7,9
RWA,11,4212,4,212,Vegetables and their products,"Tamarind, leaves, dried",4,4,6
RWA,11,4169,4,169,Vegetables and their products,"Tamarind, leaves, raw",2,12,2
RWA,11,4172,4,172,Vegetables and their products,"Vernonia, leaves, raw",4,3,5
ETH,12,11439,11,439,Beverages,"Beer, sorghum (est. 3% alcohol)",4,1,3
ETH,12,11452,11,452,Beverages,Ovaltine beverage with skimmed milk (without sugar; fortified),3,11,1
ETH,12,11450,11,450,Beverages,Ovaltine beverage with whole milk (without sugar; fortified),4,7,9
ETH,12,11441,11,441,Beverages,Palm wine (est. 3.8 % alcohol),2,2,4
ETH,12,1044,1,44,Cereals and their products,"Bread, maize flour, yellow, with milk and egg",4,10,12
ETH,12,1014,1,14,Cereals and their products,"Maize, combined varieties, whole kernel, dried, raw",4,6,8
ETH,12,1060,1,60,Cereals and their products,"Maize, white, grit, degermed",1,10,12
ETH,12,1032,1,32,Cereals and their products,"Pearl millet, combined varieties, whole grain, raw",1,12,2
ETH,12,1041,1,41,Cereals and their products,"Sorghum, whole grain, red, raw",4,4,6
ETH,12,1043,1,43,Cereals and their products,"Wheat flour, white",1,8,10
ETH,12,9364,9,364,Fish and their products,"African carp, raw",2,2,4
ETH,12,9378,9,378,Fish and their products,"Carp, raw",4,1,3
ETH,12,9389,9,389,Fish and their products,"Perch, Nile, raw",2,10,12
ETH,12,9362,9,362,Fish and their products,"Tuna, raw",1,5,7
ETH,12,9363,9,363,Fish and their products,"White grouper, raw",3,12,2
ETH,12,5222,5,222,Fruits and their products,"Avocado, pulp, raw",3,12,2
ETH,12,5223,5,223,Fruits and their products,"Banana, white flesh, raw",1,8,10
ETH,12,5228,5,228,Fruits and their products,"Dattock, dried pulp, raw",4,6,8
ETH,12,5234,5,234,Fruits and their products,"Mango, orange flesh,  raw",4,5,7
ETH,12,5235,5,235,Fruits and their products,"Orange, raw",1,7,9
ETH,12,3119,3,119,Legumes and their products,"African locust bean, seeds, dried",4,3,5
ETH,12,3111,3,111,Legumes and their products,"Bambara groundnut, dried, raw ",1,11,1
ETH,12,3134,3,134,Legumes and their products,"Broad beans, dried, raw",2,5,7
ETH,12,3115,3,115,Legumes and their products,"Cowpea, black, dried, raw",1,12,2
ETH,12,3118,3,118,Legumes and their products,"Soya bean, dried, raw",3,5,7
ETH,12,7316,7,316,Meat and poultry and their products,"Bamboo caterpillar, deep fried",2,2,4
ETH,12,7309,7,309,Meat and poultry and their products,"Beef, kidney, raw",4,3,5
ETH,12,7299,7,299,Meat and poultry and their products,"Beef, meat, lean, boneless, raw",2,2,4
ETH,12,7307,7,307,Meat and poultry and their products,"Beef, meat, lean, cured, dried",2,11,1
ETH,12,7331,7,331,Meat and poultry and their products,"Chicken, liver, raw",3,6,8
ETH,12,7334,7,334,Meat and poultry and their products,"Crocodile, raw",3,11,1
ETH,12,7297,7,297,Meat and poultry and their products,"Rabbit, flesh only, raw",3,6,8
ETH,12,10427,10,427,Milk and their products,Coconut oil,4,4,6
ETH,12,10431,10,431,Milk and their products,"Margarine, fortified",3,5,7
ETH,12,10421,10,421,Milk and their products,"Milk, cow powder, skimmed",1,7,9
ETH,12,10406,10,406,Milk and their products,"Milk, cow, powder, whole",2,11,1
ETH,12,10432,10,432,Milk and their products,"Palm oil, refined",2,5,7
ETH,12,12458,12,458,Miscellaneous,Anis seed,1,5,7
ETH,12,12459,12,459,Miscellaneous,"Bay leaf, dried",3,9,11
ETH,12,12455,12,455,Miscellaneous,Honey,2,0,2
ETH,12,12469,12,469,Miscellaneous,Salt,2,7,9
ETH,12,12472,12,472,Miscellaneous,"Yeast extract, Marmite",1,4,6
ETH,12,6272,6,272,"Nuts, seeds and their products","Groundnut, shelled, dried, raw",4,2,4
ETH,12,2077,2,77,"Starchy roots, tubers and their products","Cassava, tuber, raw",4,6,8
ETH,12,2110,2,110,"Starchy roots, tubers and their products","Yam tuber, flour",1,0,2
ETH,12,4161,4,161,Vegetables and their products,"Drumstick  leaves, raw",2,0,2
ETH,12,4163,4,163,Vegetables and their products,"Eggplant leaves, raw",1,3,5
ETH,12,4164,4,164,Vegetables and their products,"False sesame, leaves, dried",3,2,4
ETH,12,4190,4,190,Vegetables and their products,"Lettuce, raw",1,12,2
ETH,12,4167,4,167,Vegetables and their products,"Okra fruit, raw",3,4,6
ETH,12,4154,4,154,Vegetables and their products,"Okra leaves, raw",4,6,8
ETH,12,4194,4,194,Vegetables and their products,"Onions, dried",1,5,7
ETH,12,4197,4,197,Vegetables and their products,"Pepper, sweet, red, raw",2,4,6
ETH,12,4196,4,196,Vegetables and their products,"Peppers, chilli, raw",1,10,12
ETH,12,4205,4,205,Vegetables and their products,"Pumpkin leaves, dried",4,5,7
ETH,12,4201,4,201,Vegetables and their products,"Pumpkin, squash, raw",4,11,1
ETH,12,4166,4,166,Vegetables and their products,"Roselle leaves, raw",4,5,7
RWA,12,11437,11,437,Beverages,"Beer, maize  (est. 3 % alcohol)",1,6,8
RWA,12,11440,11,440,Beverages,"Coffee, instant, powder",1,8,10
RWA,12,11444,11,444,Beverages,"Coffee, liquid",1,12,2
RWA,12,11450,11,450,Beverages,Ovaltine beverage with whole milk (without sugar; fortified),1,3,5
RWA,12,11441,11,441,Beverages,Palm wine (est. 3.8 % alcohol),3,3,5
RWA,12,1045,1,45,Cereals and their products,"Bread/rolls, white",3,3,5
RWA,12,1001,1,1,Cereals and their products,"Fonio, white, whole grain, raw",3,2,4
RWA,12,1006,1,6,Cereals and their products,"Maize, yellow, whole kernel, dried, raw",3,4,6
RWA,12,1015,1,15,Cereals and their products,"Millet, whole grain, raw",2,5,7
RWA,12,9378,9,378,Fish and their products,"Carp, raw",1,5,7
RWA,12,9375,9,375,Fish and their products,"Catfish, raw",4,7,9
RWA,12,9383,9,383,Fish and their products,"Mormyrids, raw",1,4,6
RWA,12,5242,5,242,Fruits and their products,"African fan palm, fruit, pulp, raw",3,3,5
RWA,12,5244,5,244,Fruits and their products,"Akee, pulp, raw",1,6,8
RWA,12,5245,5,245,Fruits and their products,"Apple, with skin, raw",3,3,5
RWA,12,5226,5,226,Fruits and their products,"Cashew apple, pulp, raw",2,9,11
RWA,12,5228,5,228,Fruits and their products,"Dattock, dried pulp, raw",3,1,3
RWA,12,5259,5,259,Fruits and their products,"Palm nuts, pulp, raw",3,9,11
RWA,12,5261,5,261,Fruits and their products,"Plantain, ripe, raw",2,9,11
RWA,12,5238,5,238,Fruits and their products,"Soapberry, fruit, raw",1,6,8
RWA,12,3132,3,132,Legumes and their products,"Beans, white, dried",1,9,11
RWA,12,3134,3,134,Legumes and their products,"Broad beans, dried, raw",3,7,9
RWA,12,3137,3,137,Legumes and their products,"Cowpea, brown, dried, raw",4,1,3
RWA,12,3140,3,140,Legumes and their products,"Lentils, dried, raw",4,2,4
RWA,12,7313,7,313,Meat and poultry and their products,"Beef,  ground, 10 % fat, raw",3,4,6
RWA,12,7326,7,326,Meat and poultry and their products,"Chicken, light meat, flesh and skin, raw",2,4,6
RWA,12,7317,7,317,Meat and poultry and their products,"Game meat, dried",1,9,11
RWA,12,7333,7,333,Meat and poultry and their products,"Mole cricket, blanched",4,11,1
RWA,12,7296,7,296,Meat and poultry and their products,"Pork, meat, approx. 20 % fat, boneless, raw",2,1,3
RWA,12,7295,7,295,Meat and poultry and their products,"Pork, meat, approx. 40 % fat, boneless, raw",1,11,1
RWA,12,10414,10,414,Milk and their products,"Cream, 13 % fat",4,7,9
RWA,12,10413,10,413,Milk and their products,"Cream, whipping, 38 % fat",2,11,1
RWA,12,10417,10,417,Milk and their products,"Milk, cow, partly skimmed, 1.5 % fat",1,1,3
RWA,12,10407,10,407,Milk and their products,"Milk, goat, raw",3,6,8
RWA,12,10423,10,423,Milk and their products,"Milk, human, colostrum, raw",2,5,7
RWA,12,10435,10,435,Milk and their products,Vegetable oil,1,7,9
RWA,12,10409,10,409,Milk and their products,"Yoghurt, whole milk, plain",1,10,12
RWA,12,12459,12,459,Miscellaneous,"Bay leaf, dried",3,4,6
RWA,12,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",2,11,1
RWA,12,6285,6,285,"Nuts, seeds and their products","Groundnut, combined varieties, shelled, dried, raw (Ghana)",3,11,1
RWA,12,2089,2,89,"Starchy roots, tubers and their products","Taro, tuber, raw",2,6,8
RWA,12,2098,2,98,"Starchy roots, tubers and their products","Tiger nut, tuber, raw",4,6,8
RWA,12,2091,2,91,"Starchy roots, tubers and their products","Water yam, tuber, raw",1,10,12
RWA,12,2093,2,93,"Starchy roots, tubers and their products","Yam tuber, raw",4,7,9
RWA,12,4153,4,153,Vegetables and their products,"Beans, green raw",1,10,12
RWA,12,4156,4,156,Vegetables and their products,"Carrot, raw",4,9,11
RWA,12,4188,4,188,Vegetables and their products,"Jute (bush-okra) leaves, raw",2,10,12
RWA,12,4168,4,168,Vegetables and their products,"Onion, raw",4,6,8
RWA,12,4194,4,194,Vegetables and their products,"Onions, dried",2,5,7
RWA,12,4195,4,195,Vegetables and their products,"Parsley, fresh",3,8,10
RWA,12,4217,4,217,Vegetables and their products,"Tomato, powder",2,2,4
ETH,13,11436,11,436,Beverages,Beer european (4.4 % alcohol),4,7,9
ETH,13,11439,11,439,Beverages,"Beer, sorghum (est. 3% alcohol)",2,1,3
ETH,13,11445,11,445,Beverages,"Juice, lemon, unsweetened",4,8,10
ETH,13,11442,11,442,Beverages,"Sap, palm, fresh (0.3 % alcohol)",3,11,1
ETH,13,11454,11,454,Beverages,"Water, tap",1,6,8
ETH,13,1044,1,44,Cereals and their products,"Bread, maize flour, yellow, with milk and egg",2,11,1
ETH,13,1032,1,32,Cereals and their products,"Pearl millet, combined varieties, whole grain, raw",1,4,6
ETH,13,1017,1,17,Cereals and their products,"Pearl millet, whole grain, raw (with bran)",4,12,2
ETH,13,1039,1,39,Cereals and their products,"Sorghum, whole grain, raw ",2,3,5
ETH,13,1073,1,73,Cereals and their products,"Wheat, bran",3,5,7
ETH,13,9375,9,375,Fish and their products,"Catfish, raw",2,1,3
ETH,13,9383,9,383,Fish and their products,"Mormyrids, raw",2,9,11
ETH,13,9398,9,398,Fish and their products,"Tilapia, raw",2,8,10
ETH,13,9362,9,362,Fish and their products,"Tuna, raw",4,1,3
ETH,13,5246,5,246,Fruits and their products,"Apple, without skin, raw",3,5,7
ETH,13,5222,5,222,Fruits and their products,"Avocado, pulp, raw",3,5,7
ETH,13,5228,5,228,Fruits and their products,"Dattock, dried pulp, raw",1,0,2
ETH,13,5251,5,251,Fruits and their products,"Fig, raw ",1,0,2
ETH,13,5260,5,260,Fruits and their products,"Pomegranate, raw",1,1,3
ETH,13,3119,3,119,Legumes and their products,"African locust bean, seeds, dried",3,1,3
ETH,13,3112,3,112,Legumes and their products,"Bambara groundnut, red, dried, raw",1,8,10
ETH,13,3132,3,132,Legumes and their products,"Beans, white, dried",1,8,10
ETH,13,3134,3,134,Legumes and their products,"Broad beans, dried, raw",2,2,4
ETH,13,3114,3,114,Legumes and their products,"Cowpea, dried, raw",2,11,1
ETH,13,7313,7,313,Meat and poultry and their products,"Beef,  ground, 10 % fat, raw",4,11,1
ETH,13,7311,7,311,Meat and poultry and their products,"Beef, tripe, raw",1,7,9
ETH,13,7294,7,294,Meat and poultry and their products,"Lamb/mutton, meat, moderately fat, raw",1,1,3
ETH,13,10426,10,426,Milk and their products,"Butter, from cow's milk (without salt)",3,10,12
ETH,13,10414,10,414,Milk and their products,"Cream, 13 % fat",3,10,12
ETH,13,10413,10,413,Milk and their products,"Cream, whipping, 38 % fat",4,4,6
ETH,13,10417,10,417,Milk and their products,"Milk, cow, partly skimmed, 1.5 % fat",4,2,4
ETH,13,10407,10,407,Milk and their products,"Milk, goat, raw",4,3,5
ETH,13,10429,10,429,Milk and their products,"Palm oil, red",1,5,7
ETH,13,10432,10,432,Milk and their products,"Palm oil, refined",1,3,5
ETH,13,10409,10,409,Milk and their products,"Yoghurt, whole milk, plain",1,4,6
ETH,13,12462,12,462,Miscellaneous,"Cube, beef, dry",4,4,6
ETH,13,12463,12,463,Miscellaneous,"Cumin, seed",1,0,2
ETH,13,12464,12,464,Miscellaneous,"Ginger, root, raw",1,9,11
ETH,13,6268,6,268,"Nuts, seeds and their products","Coconut, kernel, dried, raw",2,7,9
ETH,13,6266,6,266,"Nuts, seeds and their products","Coconut, mature kernel, fresh, raw",4,10,12
ETH,13,6271,6,271,"Nuts, seeds and their products","Dikanut, kernel, dried, raw",1,5,7
ETH,13,6274,6,274,"Nuts, seeds and their products","Groundnut, red, shelled, dried, raw (Benin)",4,7,9
ETH,13,2091,2,91,"Starchy roots, tubers and their products","Water yam, tuber, raw",1,2,4
ETH,13,4155,4,155,Vegetables and their products,"Cabbage, raw",3,11,1
ETH,13,4181,4,181,Vegetables and their products,"Cowpea leaves, dried",2,11,1
ETH,13,4163,4,163,Vegetables and their products,"Eggplant leaves, raw",4,1,3
ETH,13,4188,4,188,Vegetables and their products,"Jute (bush-okra) leaves, raw",2,9,11
ETH,13,4203,4,203,Vegetables and their products,"Pumpkin leaves, raw",1,11,1
ETH,13,4216,4,216,Vegetables and their products,"Tomato paste, concentrated",1,8,10
RWA,13,11438,11,438,Beverages,"Beer, millet (est. 3 % alcohol)",3,7,9
RWA,13,11453,11,453,Beverages,"Ovaltine powder, fortified",1,9,11
RWA,13,11441,11,441,Beverages,Palm wine (est. 3.8 % alcohol),3,12,2
RWA,13,11442,11,442,Beverages,"Sap, palm, fresh (0.3 % alcohol)",1,2,4
RWA,13,1047,1,47,Cereals and their products,"Bread, wheat, white for toasting",1,4,6
RWA,13,1045,1,45,Cereals and their products,"Bread/rolls, white",2,6,8
RWA,13,1017,1,17,Cereals and their products,"Pearl millet, whole grain, raw (with bran)",1,2,4
RWA,13,1034,1,34,Cereals and their products,"Rice, brown, raw",2,6,8
RWA,13,1036,1,36,Cereals and their products,"Rice, white, polished, raw",3,2,4
RWA,13,1039,1,39,Cereals and their products,"Sorghum, whole grain, raw ",1,3,5
RWA,13,1041,1,41,Cereals and their products,"Sorghum, whole grain, red, raw",3,9,11
RWA,13,9398,9,398,Fish and their products,"Tilapia, raw",2,2,4
RWA,13,5246,5,246,Fruits and their products,"Apple, without skin, raw",1,12,2
RWA,13,5225,5,225,Fruits and their products,"Breadfruit, raw",4,0,2
RWA,13,5251,5,251,Fruits and their products,"Fig, raw ",1,9,11
RWA,13,5232,5,232,Fruits and their products,"Landolphia, pulp, raw",1,4,6
RWA,13,5233,5,233,Fruits and their products,"Lemon, raw",2,7,9
RWA,13,5255,5,255,Fruits and their products,"Mango, deep orange flesh",3,12,2
RWA,13,5258,5,258,Fruits and their products,"Melon, cantaloup, raw",1,10,12
RWA,13,5257,5,257,Fruits and their products,"Melon, honeydew, raw",2,0,2
RWA,13,5236,5,236,Fruits and their products,"Papaya, fruit, ripe, raw",3,3,5
RWA,13,5261,5,261,Fruits and their products,"Plantain, ripe, raw",3,6,8
RWA,13,5260,5,260,Fruits and their products,"Pomegranate, raw",1,6,8
RWA,13,5241,5,241,Fruits and their products,"Watermelon, fruit, raw",3,11,1
RWA,13,3113,3,113,Legumes and their products,"Bambara groundnuts, white, raw",3,3,5
RWA,13,7293,7,293,Meat and poultry and their products,"Chicken, dark meat, flesh, raw",2,6,8
RWA,13,7326,7,326,Meat and poultry and their products,"Chicken, light meat, flesh and skin, raw",3,4,6
RWA,13,7323,7,323,Meat and poultry and their products,"Chicken, light meat, flesh, raw",4,3,5
RWA,13,7331,7,331,Meat and poultry and their products,"Chicken, liver, raw",3,8,10
RWA,13,7334,7,334,Meat and poultry and their products,"Crocodile, raw",4,9,11
RWA,13,7294,7,294,Meat and poultry and their products,"Lamb/mutton, meat, moderately fat, raw",1,0,2
RWA,13,7345,7,345,Meat and poultry and their products,"Locust, raw",4,1,3
RWA,13,10405,10,405,Milk and their products,"Milk, cow, whole, 3.5 % fat (includes pasteurised, sterilised and UHT)",4,2,4
RWA,13,10408,10,408,Milk and their products,"Milk, human, mature, raw",2,11,1
RWA,13,10409,10,409,Milk and their products,"Yoghurt, whole milk, plain",2,3,5
RWA,13,12458,12,458,Miscellaneous,Anis seed,3,1,3
RWA,13,12463,12,463,Miscellaneous,"Cumin, seed",2,2,4
RWA,13,12455,12,455,Miscellaneous,Honey,2,2,4
RWA,13,12466,12,466,Miscellaneous,"Mustard, powder",2,9,11
RWA,13,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",4,2,4
RWA,13,12456,12,456,Miscellaneous,Sugar,2,7,9
RWA,13,6269,6,269,"Nuts, seeds and their products",Coconut milk ,3,6,8
RWA,13,6266,6,266,"Nuts, seeds and their products","Coconut, mature kernel, fresh, raw",4,5,7
RWA,13,6278,6,278,"Nuts, seeds and their products","Colanut, raw",4,7,9
RWA,13,6271,6,271,"Nuts, seeds and their products","Dikanut, kernel, dried, raw",4,3,5
RWA,13,6272,6,272,"Nuts, seeds and their products","Groundnut, shelled, dried, raw",1,8,10
RWA,13,2080,2,80,"Starchy roots, tubers and their products",Cassava flour,1,4,6
RWA,13,2085,2,85,"Starchy roots, tubers and their products","Sweet potato, deep yellow, raw",2,2,4
RWA,13,2096,2,96,"Starchy roots, tubers and their products","Sweet potato, pale yellow, raw",2,11,1
RWA,13,2110,2,110,"Starchy roots, tubers and their products","Yam tuber, flour",3,5,7
RWA,13,4155,4,155,Vegetables and their products,"Cabbage, raw",1,7,9
RWA,13,4156,4,156,Vegetables and their products,"Carrot, raw",1,2,4
RWA,13,4159,4,159,Vegetables and their products,"Cocoyam, leaves, raw",4,5,7
RWA,13,4181,4,181,Vegetables and their products,"Cowpea leaves, dried",1,11,1
RWA,13,4182,4,182,Vegetables and their products,"Cucumber, raw",1,12,2
RWA,13,4186,4,186,Vegetables and their products,"False sesame, leaves, raw",3,1,3
RWA,13,4188,4,188,Vegetables and their products,"Jute (bush-okra) leaves, raw",4,9,11
RWA,13,4154,4,154,Vegetables and their products,"Okra leaves, raw",2,3,5
RWA,13,4199,4,199,Vegetables and their products,"Pepper, sweet, green, raw",4,7,9
RWA,13,4207,4,207,Vegetables and their products,"Spinach, raw",3,3,5
RWA,13,4209,4,209,Vegetables and their products,"Sweet potato, leaves, raw",4,8,10
RWA,13,4171,4,171,Vegetables and their products,"Tomato, red, ripe, raw",3,3,5
RWA,13,4172,4,172,Vegetables and their products,"Vernonia, leaves, raw",4,2,4
ETH,14,11447,11,447,Beverages,"Juice, apple, canned or bottled",4,9,11
ETH,14,11441,11,441,Beverages,Palm wine (est. 3.8 % alcohol),1,8,10
ETH,14,1045,1,45,Cereals and their products,"Bread/rolls, white",1,7,9
ETH,14,1057,1,57,Cereals and their products,"Maize, white, flour of whole grain",1,11,1
ETH,14,1058,1,58,Cereals and their products,"Maize, white, flour refined",2,7,9
ETH,14,1054,1,54,Cereals and their products,"Maize, yellow, flour of whole-grain",4,2,4
ETH,14,1075,1,75,Cereals and their products,"Maize, yellow, stiff porridge* (without salt)",2,11,1
ETH,14,1032,1,32,Cereals and their products,"Pearl millet, combined varieties, whole grain, raw",1,8,10
ETH,14,9383,9,383,Fish and their products,"Mormyrids, raw",3,7,9
ETH,14,9389,9,389,Fish and their products,"Perch, Nile, raw",3,8,10
ETH,14,9394,9,394,Fish and their products,"Sardines in oil, canned (drained solids with bone)",2,9,11
ETH,14,9395,9,395,Fish and their products,"Shiny-nose, raw",3,0,2
ETH,14,9398,9,398,Fish and their products,"Tilapia, raw",2,0,2
ETH,14,5245,5,245,Fruits and their products,"Apple, with skin, raw",3,3,5
ETH,14,5224,5,224,Fruits and their products,"Baobab, fruit/Monkey bread, pulp, raw",2,0,2
ETH,14,5225,5,225,Fruits and their products,"Breadfruit, raw",3,4,6
ETH,14,5226,5,226,Fruits and their products,"Cashew apple, pulp, raw",3,8,10
ETH,14,5248,5,248,Fruits and their products,"Clementine, raw",1,11,1
ETH,14,5251,5,251,Fruits and their products,"Fig, raw ",4,2,4
ETH,14,5254,5,254,Fruits and their products,"Grapefruit, pulp, raw",1,3,5
ETH,14,5233,5,233,Fruits and their products,"Lemon, raw",2,4,6
ETH,14,5258,5,258,Fruits and their products,"Melon, cantaloup, raw",3,9,11
ETH,14,5235,5,235,Fruits and their products,"Orange, raw",3,6,8
ETH,14,5237,5,237,Fruits and their products,"Pineapple, pulp, raw",1,11,1
ETH,14,5261,5,261,Fruits and their products,"Plantain, ripe, raw",2,9,11
ETH,14,5264,5,264,Fruits and their products,"Sweet apple, fruit, raw",4,8,10
ETH,14,3134,3,134,Legumes and their products,"Broad beans, dried, raw",3,3,5
ETH,14,3115,3,115,Legumes and their products,"Cowpea, black, dried, raw",1,8,10
ETH,14,7291,7,291,Meat and poultry and their products,"Beef liver, raw",2,6,8
ETH,14,7313,7,313,Meat and poultry and their products,"Beef,  ground, 10 % fat, raw",4,1,3
